food,gram,adjusted_protein,alanine,alcohol_ethyl,arginine,ash,aspartic_acid,beta_sitosterol,betaine,caffeine,calcium,campesterol,carb,carotene_alpha,carotene_beta,cholesterol,choline,copper,cryptoxanthin_beta,cystine,dihydrophylloquinone,energy,energy_2,fat,fat_10_0,fat_12_0,fat_13_0,fat_14_0,fat_14_1,fat_15_0,fat_15_1,fat_16_0,fat_16_1_c,fat_16_1_t,fat_16_1_undifferentiated,fat_17_0,fat_17_1,fat_18_0,fat_18_1_11_t,fat_18_1_c,fat_18_1_t,fat_18_1_undifferentiated,fat_18_2_CLAs,fat_18_2_i,fat_18_2_n_6_c_c,fat_18_2_t_not_further_defined,fat_18_2_t_t,fat_18_2_undifferentiated,fat_18_3_i,fat_18_3_n_3_c_c_c,fat_18_3_n_6_c_c_c,fat_18_3_undifferentiated,fat_18_4,fat_20_0,fat_20_1,fat_20_2_n_6_c_c,fat_20_3_n_3,fat_20_3_n_6,fat_20_3_undifferentiated,fat_20_4_n_6,fat_20_4_undifferentiated,fat_20_5_n_3,fat_21_5,fat_22_0,fat_22_1_c,fat_22_1_t,fat_22_1_undifferentiated,fat_22_4,fat_22_5_n_3,fat_22_6_n_3,fat_24_0,fat_24_1_c,fat_4_0,fat_6_0,fat_8_0,fat_monounsaturated,fat_polyunsaturated,fat_saturated,fat_trans,fat_trans_monoenoic,fat_trans_polyenoic,fiber,fluoride,folate,folate_dfe,folate_food,folic_acid,food_group,food_id,fructose,galactose,glucose,glutamic_acid,glycine,histidine,hydroxyproline,iron,isoleucine,lactose,leucine,lutein_zeaxanthin,lycopene,lysine,magnesium,maltose,manganese,max_grams_day,max_grams_meal,menaquinone_4,methionine,niacin,pantothenic_acid,phenylalanine,phosphorus,phytosterols,potassium,proline,protein,retinol,riboflavin,selenium,serine,serving_size,sodium,starch,stigmasterol,sucrose,sugar,theobromine,thiamin,threonine,tocopherol_beta,tocopherol_delta,tocopherol_gamma,tocotrienol_alpha,tocotrienol_beta,tocotrienol_delta,tocotrienol_gamma,tryptophan,tyrosine,usda_name,valine,vitamin_a_iu,vitamin_a_rae,vitamin_b12,vitamin_b12_added,vitamin_b6,vitamin_c,vitamin_d,vitamin_d2,vitamin_d3,vitamin_d_d2andd3,vitamin_e_added,vitamin_e_alpha_tocopherol,vitamin_k,water,zinc
"capers (non-pareilles, in vinegar)",15,0,0,0,0,1.206,0,0,0,0,6,0,0.7335,0,12.45,0,0.975,0.0561,0,0,0,3.45,14.4,0.129,0,0,0,0.00015,0,0,0,0.0255,0,0,0.0006,0,0,0.0054,0,0,0,0.00855,0,0,0,0,0,0.01665,0,0,0,0.02745,0,0,0.00015,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0.00945,0.0456,0.03495,0,0,0,0.48,0,3.45,3.45,3.45,0,acids,2054,0,0,0,0,0,0,0,0.2505,0,0,0,0,0,0,4.95,0,0.0117,45,-1,0,0,0.0978,0.00405,0,1.5,7.2,6,0,0.354,0,0.02085,0.18,0,15,352.2,0,0,0,0.0615,0,0.0027,0,0,0,0,0,0,0,0,0,0,"Capers, canned",0,20.7,1.05,0,0,0.00345,0.645,0,0,0,0,0,0.132,3.69,12.5775,0.048
caraway seed,1,0,0.00914,0,0.01252,0.0587,0.02084,0,0,0,6.89,0,0.499,0.08,2.06,0,0.247,0.0091,0.16,0.00329,0,3.33,13.93,0.1459,0.0001,0.0001,0,0.0004,0,0,0,0.004,0,0,0.0009,0,0,0.0011,0,0,0,0.07035,0,0,0,0,0,0.03122,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07125,0.03272,0.0062,0,0,0,0.38,0,0.1,0.1,0.1,0,spices,2005,0,0,0,0.03169,0.01322,0.0055,0,0.1623,0.00826,0,0.01218,4.54,0.2,0.01031,2.58,0,0.013,-1,-1,0,0.00361,0.03606,0,0.00867,5.68,0.76,13.51,0.00917,0.1977,0,0.00379,0.121,0.00946,1,0.17,0,0,0,0.0064,0,0.00383,0.00756,0,0,0,0,0,0,0,0.00244,0.00642,"Spices, caraway seed",0.01037,3.63,0.18,0,0,0.0036,0.21,0,0,0,0,0,0.025,0,0.0987,0.055
carrot,61,0,0.06893,0,0.05551,0.5917,0.1159,0,0.244,0,20.13,0,5.8438,2120.97,5053.85,0,5.368,0.02745,0,0.05063,0,25.01,105.53,0.1464,0,0,0,0,0,0,0,0.02135,0,0,0.00122,0,0,0.00122,0,0,0,0.00732,0,0,0,0,0,0.07015,0,0,0,0.00122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854,0.07137,0.02257,0,0,0,1.708,1.952,11.59,11.59,11.59,0,vegetables,11124,0.3355,0,0.3599,0.22326,0.02867,0.0244,0,0.183,0.04697,0,0.06222,156.16,0.61,0.06161,7.32,0,0.08723,-1,-1,0,0.0122,0.59963,0.16653,0.03721,21.35,0,195.2,0.03294,0.5673,0,0.03538,0.061,0.03294,61,42.09,0.8723,0,2.1899,2.8914,0,0.04026,0.11651,0.0061,0,0,0,0,0,0,0.00732,0.02623,"Carrots, raw",0.04209,10190.66,509.35,0,0,0.08418,3.599,0,0,0,0,0,0.4026,8.052,53.8569,0.1464
cassava & yuca,69,0,0.02622,0,0.09453,0.4278,0.05451,0,0.276,0,11.04,0,26.2614,0,5.52,0,16.353,0.069,0,0.01932,0,110.4,460.23,0.1932,0,0.00069,0,0,0,0,0,0.04761,0,0,0,0,0,0.00345,0,0,0,0.05175,0,0,0,0,0,0.02208,0,0,0,0.01173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05175,0.03312,0.05106,0,0,0,1.242,0,18.63,18.63,18.63,0,grains,11134,0,0,0,0.14214,0.01932,0.0138,0,0.1863,0.01863,0,0.02691,0,0,0.03036,14.49,0,0.26496,-1,89,0,0.00759,0.58926,0.07383,0.01794,18.63,0,186.99,0.02277,0.9384,0,0.03312,0.483,0.02277,69,9.66,0,0,0,1.173,0,0.06003,0.01932,0,0,0,0,0,0,0,0.01311,0.01173,"Cassava, raw",0.02415,8.97,0.69,0,0,0.06072,14.214,0,0,0,0,0,0.1311,1.311,41.1792,0.2346
celeriac / celery root,36,0,0,0,0,0.36,0,0,0,0,15.48,0,3.312,0,0,0,3.24,0.0252,0,0,0,15.12,63.36,0.108,0,0,0,0.00072,0,0,0,0.02484,0,0,0.00072,0,0,0.00216,0,0,0,0.02016,0,0,0,0,0,0.05328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02088,0.05328,0.02844,0,0,0,0.648,0,2.88,2.88,2.88,0,vegetables,11141,0,0,0,0,0,0,0,0.252,0,0,0,0.36,0,0,7.2,0,0.05688,-1,-1,0,0,0.252,0.12672,0,41.4,0,108,0,0.54,0,0.0216,0.252,0,36,36,0,0,0,0.576,0,0.018,0,0,0,0,0,0,0,0,0,0,"Celeriac, raw",0,0,0,0,0,0.0594,2.88,0,0,0,0,0,0.1296,14.76,31.68,0.1188
celery seed,1,0,0,0,0,0.0927,0,0,0,0,17.67,0,0.4135,0,0.31,0,0.247,0.0137,0,0,0,3.92,16.41,0.2527,0.0002,0.0002,0,0.0002,0,0,0,0.0129,0,0,0.0024,0,0,0.0039,0,0,0,0.1545,0,0,0,0,0,0.0352,0,0,0,0.002,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1593,0.0372,0.0219,0,0,0,0.118,0,0.1,0.1,0.1,0,spices,2007,0,0,0,0,0,0,0,0.449,0,0,0,0,0,0,4.4,0,0.07567,-1,-1,0,0,0.0306,0,0,5.47,0.6,14,0,0.1807,0,0.0029,0.121,0,1,1.6,0,0,0,0.0067,0,0.0034,0,0,0,0,0,0,0,0,0,0,"Spices, celery seed",0,0.52,0.03,0,0,0.0089,0.171,0,0,0,0,0,0.0107,0,0.0604,0.0693
chana dal / bengal gram / desi / cholar dal / harbara dal (skinless only),46,0,0.1748,0,0.3841,0.4232,0.47932,0,0,0,22.54,0,12.6132,0,7.36,0,19.688,0.16192,0,0.05474,0,75.44,315.56,1.1914,0,0,0,0.00184,0,0,0,0.0989,0,0,0.0023,0,0,0.01702,0,0,0,0.26588,0,0,0,0,0,0.51198,0,0,0,0.01978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26818,0.53176,0.12374,0,0,0,3.496,0,79.12,79.12,79.12,0,grains,16057,0,0,0,0.713,0.16974,0.11224,0,1.3294,0.1748,0,0.29026,0,0,0.27278,22.08,0,0.4738,-1,46,0,0.05336,0.24196,0.13156,0.2185,77.28,0,133.86,0.16836,4.0756,0,0.02898,1.702,0.20562,46,3.22,0,0,0,2.208,0,0.05336,0.15134,0,0,0,0,0,0,0,0.0391,0.1012,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",0.17112,12.42,0.46,0,0,0.06394,0.598,0,0,0,0,0,0.161,1.84,27.6966,0.7038
"chard / ""silverbeet""",115,0,0,0,0.13455,1.84,0,0,0.345,0,0,0,4.301,51.75,4194.05,0,20.7,0.20585,0,0,0,21.85,90.85,0.23,0,0,0,0,0,0,0,0.0345,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0.07245,0,0,0,0.00805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.0805,0.0345,0,0,0,1.84,0,16.1,16.1,16.1,0,vegetables,11147,0,0,0,0,0,0.0414,0,2.07,0.16905,0,0.1495,12650,0,0.11385,93.15,0,0.4209,-1,-1,0,0.02185,0.46,0.1978,0.1265,52.9,0,435.85,0,2.07,0,0.1035,1.035,0,115,244.95,0,0,0,1.265,0,0.046,0.09545,0,0,0,0,0,0,0,0.01955,0,"Chard, swiss, raw",0.1265,7033.4,351.9,0,0,0.11385,34.5,0,0,0,0,0,2.1735,954.5,106.559,0.414
chicken breast,125,0,1.64125,0,1.90125,1.4125,2.645,0,8.75,0,6.25,0,0,0,0,91.25,102.625,0.04625,0,0.295,0,150,626.25,3.275,0.02125,0.005,0,0.01375,0.00375,0.00375,0,0.49125,0.10375,0,0.10375,0.00375,0.0025,0.16125,0,0.72875,0.0075,0.7375,0.00125,0,0.39625,0.00125,0,0.39875,0,0.01625,0,0.01625,0,0.00125,0.0125,0.0075,0,0.015,0.015,0,0.06,0.00375,0,0.00375,0,0,0,0.01625,0.0075,0.005,0,0,0,0,0,0.86125,0.53,0.70375,0.00875,0.0075,0,0,0,11.25,11.25,11.25,0,proteins,5062,0,0,0,4.16625,1.245,1.04875,0,0.4625,1.38,0,2.32625,0,0,2.70375,35,0,0.01375,-1,-1,0,0.73125,12,1.86875,1.135,266.25,0,417.5,0.89375,28.125,11.25,0.22125,28.5,1.0725,125,56.25,0,0,0,0,0,0.1175,1.26125,0,0,0.1125,0,0,0,0,0.35375,1.0125,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",1.45625,37.5,11.25,0.2625,0,1.01375,0,1.25,0,0,0,0,0.7,0,92.375,0.85
"chicken drumstick, meat only",125,0,1.4525,0,1.69375,1.15,2.385,0,10.875,0,11.25,0,0,0,0,111.25,70.875,0.0825,0,0.28375,0,145,608.75,4.6375,0.0025,0.00375,0,0.02125,0.0075,0.00375,0,0.86125,0.24625,0.0025,0.24875,0.005,0.00375,0.275,0,1.3675,0.015,1.3825,0.00375,0,0.8175,0.00625,0,0.8275,0,0.03375,0.00625,0.04,0,0.00375,0.0175,0.01,0,0.02,0.02,0,0.11625,0.00375,0,0.0075,0,0,0,0.02875,0.01125,0.00875,0.00125,0.00125,0.00125,0,0.00125,1.6625,1.0675,1.18625,0.0225,0.0175,0,0,0,5,5,5,0,proteins,5071,0,0,0,3.97375,1.1125,0.72375,0,0.95,1.15875,0,2.0675,127.5,0,2.28875,25,0,0.0175,-1,-1,0,0.69375,6.4975,1.375,0.96875,217.5,0,281.25,0.97875,24.2625,8.75,0.275,27.25,1.015,125,142.5,0,0,0,0,0,0.1125,1.1475,0,0,0.0875,0,0,0,0,0.27375,0.91125,"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw",1.17875,27.5,8.75,0.6375,0,0.47625,0,1.25,0,0,0,0,0.225,3.625,95.975,2.5625
"chicken thigh, meat only",125,0,1.47125,0,1.715,1.1875,2.41625,0,13.125,0,8.75,0,0,0,0,117.5,67,0.0775,0,0.2875,0,151.25,633.75,5.15,0.0025,0.00375,0,0.025,0.00875,0.00375,0,0.9975,0.2625,0.0025,0.265,0.005,0.00375,0.315,0,1.55625,0.015,1.57125,0.0075,0,0.92,0.0075,0,0.935,0,0.0375,0.0075,0.045,0.00125,0.00375,0.02125,0.01,0,0.0225,0.0225,0,0.1125,0.0025,0,0.01,0.00125,0,0.00125,0.02625,0.01,0.00875,0.0025,0.00125,0.00125,0,0.00125,1.87125,1.175,1.37125,0.025,0.0175,0,0,0,5,5,5,0,proteins,5096,0,0,0,4.02625,1.1275,0.73375,0,1.0125,1.17375,0,2.09375,137.5,0,2.31875,28.75,0,0.01625,-1,-1,0,0.7025,6.94625,0,0.98125,231.25,0,302.5,0.99125,24.575,8.75,0.245,28.625,1.02875,125,118.75,0,0,0,0,0,0.11,1.1625,0,0,0.0875,0,0,0,0,0.2775,0.92375,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",1.195,30,8.75,0.7625,0,0.56375,0,1.25,0,0,0,0,0.225,3.625,95.275,1.975
"chicken wing, meat only",125,0,1.49875,0,1.65625,1.0375,2.4475,0,10.625,0,16.25,0,0,0,0,71.25,82.25,0.05125,0,0.35125,0,157.5,658.75,4.425,0,0.0125,0,0.0375,0,0,0,0.75,0,0,0.1,0,0,0.3625,0,0,0,0.9125,0,0,0,0,0,0.5875,0,0,0,0.025,0,0,0.0125,0,0,0,0,0,0.15,0.0125,0,0,0,0,0,0,0.0375,0.0625,0,0,0,0,0,1.0625,1,1.175,0.0875,0,0,0,0,5,5,5,0,proteins,5105,0,0,0,4.1125,1.34875,0.8525,0,1.1,1.45,0,2.06125,0,0,2.3325,27.5,0,0.0225,-1,-1,0,0.76,9.19875,1.045,1.09,193.75,0,242.5,1.12875,27.4625,22.5,0.12625,22.25,0.945,125,101.25,0,0,0,0,0,0.07375,1.16,0,0,0,0,0,0,0,0.32125,0.9275,"Chicken, broilers or fryers, wing, meat only, raw",1.3625,73.75,22.5,0.475,0,0.6625,1.5,6.25,0,0.125,0.125,0,0.1625,0,93.6875,2.0375
chinook / king salmon p24f14,120,0,0,0,0,1.5,0,0,0,0,50.4,0,0,0,0,73.2,0,0,0,0,0,224.4,937.2,14.076,0,0,0,0.36,0.012,0.024,0,1.476,0,0,0.66,0.024,0.024,0.348,0,0,0,2.52,0,0,0,0,0,0.108,0,0,0,0.084,0.06,0.012,0.912,0.024,0,0,0,0,0.096,0.528,0.024,0,0,0,0.696,0,0.144,0.852,0,0.084,0,0,0,4.908,1.9188,2.244,0,0,0,0,0,18,0,18,0,proteins,35153,0,0,0,0,0,0,0,0.948,0,0,0,0,0,0,28.8,0,0,-1,-1,0,0,10.098,1.1844,0,249.6,0,444,0,24.3,163.2,0.2028,37.2,0,120,57.6,0,0,0,0,0,0.1932,0,0.012,0,0.036,0,0,0,0,0,0,"Fish, salmon, king (chinook), raw (Alaska Native)",0,543.6,163.2,8.856,0,0.3252,0,0,0,0,0,0,1.788,0.36,79.152,0.624
chum salmon p24f04,120,0,1.4616,0,1.446,1.416,2.4744,0,0,0,13.2,0,0,0,0,88.8,0,0.066,0,0.2592,0,144,602.4,4.524,0,0,0,0.18,0,0,0,0.7032,0,0,0.2652,0,0,0.1248,0,0,0,0.9792,0,0,0,0,0,0.072,0,0,0,0.0408,0.0816,0,0.2208,0,0,0,0,0,0.036,0.2796,0,0,0,0,0.384,0,0.0948,0.4728,0,0,0,0,0,1.8492,1.0776,1.008,0,0,0,0,0,4.8,4.8,4.8,0,proteins,15079,0,0,0,3.6072,1.1604,0.7116,0,0.66,1.1136,0,1.9644,0,0,2.2188,26.4,0,0.018,-1,-1,0,0.7152,8.4,0.9,0.9432,339.6,0,514.8,0.8544,24.168,36,0.216,43.8,0.9864,120,60,0,0,0,0,0,0.096,1.0596,0,0,0,0,0,0,0,0.2712,0.816,"Fish, salmon, chum, raw",1.2444,118.8,36,3.6,0,0.48,0,0,0,0,0,0,1.308,0,90.456,0.564
clarified butter / ghee,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,40.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,fats,45086955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GHEE, UPC: 861555000125",0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coconut,48,0,0.0816,0,0.26208,0.4656,0.156,0,0,0,6.72,0,7.3104,0,0,0,5.808,0.2088,0,0.03168,0,169.92,710.88,16.0752,0.89472,7.13184,0,2.81568,0,0,0,1.36272,0,0,0,0,0,0.83232,0,0,0,0.684,0,0,0,0,0,0.17568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09168,1.12608,0.684,0.17568,14.25504,0,0,0,4.32,0,12.48,12.48,12.48,0,vegetables,12104,0,0,0,0.36528,0.07584,0.03696,0,1.1664,0.06288,0,0.11856,0,0,0.07056,15.36,0,0.72,-1,48,0,0.02976,0.2592,0.144,0.08112,54.24,22.56,170.88,0.06624,1.5984,0,0.0096,4.848,0.08256,48,9.6,0,0,0,2.9904,0,0.03168,0.05808,0,0,0.2544,0,0,0,0,0.01872,0.04944,"Nuts, coconut meat, raw",0.09696,0,0,0,0,0.02592,1.584,0,0,0,0,0,0.1152,0.096,22.5552,0.528
"coconut flakes, dried",18,0,0.04878,0,0.1566,0.414,0.09324,0,0,0,4.86,0,7.992,0,0,0,0,0.14616,0,0.0189,0,106.56,445.86,8.46,0.47088,3.75318,0,1.48194,0,0,0,0.71712,0,0,0,0,0,0.43812,0,0,0,0.35982,0,0,0,0,0,0.09252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04806,0.59274,0.35982,0.09252,7.50204,0,0,0,0,0,1.62,1.62,1.62,0,condiments,12114,0,0,0,0.21816,0.04518,0.02196,0,0.6102,0.03744,0,0.07074,0,0,0.04212,16.56,0,0.50418,-1,18,0,0.01782,0.11088,0.14706,0.04842,37.98,0,99.72,0.03942,0.954,0,0.01836,0,0.04932,18,6.66,0,0,0,0,0,0.01098,0.03474,0,0,0,0,0,0,0,0.01116,0.02952,"Nuts, coconut meat, dried (desiccated), toasted",0.05778,0,0,0,0,0.05508,0.27,0,0,0,0,0,0,0,0.18,0.369
coconut oil,4.5,0,0,0,0,0.00135,0,0,0,0,0.045,0,0,0,0,0,0.0135,0,0,0,0,40.14,167.85,4.4577,0.24255,1.8828,0,0.749385,0,0.000675,0,0.38862,0.00072,0,0.00072,0.000405,0,0.11322,0,0.281385,0.000945,0.28233,0,0,0.07542,0.000315,0,0.075735,0,0.000855,0,0.000855,0,0.00342,0.001845,0,0,0,0,0,0,0,0,0.000855,0,0,0,0,0,0,0.001395,0,0.000405,0.021465,0.30609,0.28494,0.07659,3.711375,0.00126,0.000945,0,0,0,0,0,0,0,fats,4047,0,0,0,0,0,0,0,0.00225,0,0,0,0,0,0,0,0,0,27,13.5,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0.027,0.0081,0,0,0,0,0,0,0,"Oil, coconut",0,0,0,0,0,0,0,0,0,0,0,0,0.00495,0.027,0.00135,0.0009
coho / silver salmon p26f07,120,0,1.5684,0,1.5528,1.452,2.6568,0,0,0,43.2,0,0,0,0,54,131.28,0.0612,0,0.2784,0,175.2,733.2,7.116,0,0,0,0.3168,0,0,0,0.9012,0,0,0.6072,0,0,0.2484,0,0,0,1.4448,0,0,0,0,0,0.2472,0,0,0,0.1884,0.1428,0,0.3,0,0,0,0,0,0.1596,0.5148,0,0,0,0,0.1752,0,0.2784,0.7872,0,0,0,0,0,2.5608,2.3904,1.512,0,0,0,0,0,10.8,10.8,10.8,0,proteins,15081,0,0,0,3.8724,1.2456,0.7632,0,0.672,1.1952,0,2.1084,0,0,2.382,37.2,0,0.0168,-1,-1,0,0.768,8.676,0.9876,1.0128,314.4,0,507.6,0.9168,25.944,48,0.168,43.8,1.0584,120,55.2,0,0,0,0,0,0.1356,1.1376,0,0,0,0,0,0,0,0.2904,0.876,"Fish, salmon, coho, wild, raw",1.3368,162,48,5.004,0,0.6588,1.2,433.2,0,10.8,10.8,0,0.876,0.12,87.192,0.492
collard greens / 'collards',36,0,0.0378,0,0.045,0.4752,0.06732,0,0.144,0,83.52,0,1.9512,5.04,1076.76,0,8.352,0.01656,10.08,0.009,0,11.52,47.88,0.2196,0,0.00072,0,0.00072,0,0,0,0.01656,0,0,0,0,0,0.00072,0,0,0,0.01044,0,0,0,0,0,0.02952,0,0,0,0.03888,0,0,0,0,0,0,0,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108,0.07236,0.0198,0,0,0,1.44,0,46.44,46.44,46.44,0,vegetables,11161,0,0,0,0.07344,0.03384,0.01692,0,0.1692,0.036,0,0.05436,1556.28,0,0.04212,9.72,0,0.23688,-1,-1,0,0.01188,0.26712,0.09612,0.03132,9,0,76.68,0.0378,1.0872,0,0.0468,0.468,0.02808,36,6.12,0,0,0,0.1656,0,0.01944,0.03096,0,0,0,0,0,0,0,0.01116,0.02376,"Collards, raw",0.0432,1806.84,90.36,0,0,0.0594,12.708,0,0,0,0,0,0.8136,157.356,32.2632,0.0756
coriander leaves / cilantro,16,0,0,0,0,0.2352,0,0.32,0,0,10.72,0,0.5872,5.76,628.8,0,2.048,0.036,32.32,0,0,3.68,15.2,0.0832,0,0,0,0,0,0,0,0.00192,0,0,0.00032,0,0,0.00016,0,0,0,0.04368,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.0064,0.00224,0,0,0,0.448,0,9.92,9.92,9.92,0,"roots, herbs & grasses",11165,0,0,0,0,0,0,0,0.2832,0,0,0,138.4,0,0,4.16,0,0.06816,-1,-1,0,0,0.17824,0.0912,0,7.68,0.8,83.36,0,0.3408,0,0.02592,0.144,0,16,7.36,0,0.48,0,0.1392,0,0.01072,0,0,0,0,0,0,0,0,0,0,"Coriander (cilantro) leaves, raw",0,1079.68,53.92,0,0,0.02384,4.32,0,0,0,0,0,0.4,49.6,14.7536,0.08
corn flour,50,0,0.3175,0,0.1875,0.74,0.273,0,0,0,69,0,38.295,31.5,48.5,0,0,0.1045,0,0.091,0,181.5,758.5,1.845,0,0,0,0,0,0,0,0.2265,0,0,0.0015,0,0,0.03,0,0,0,0.497,0,0,0,0,0,0.836,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4985,0.862,0.266,0,0,0,3.2,0,104.5,167.5,14.5,90,flour,20317,0,0,0,0.7885,0.1565,0.13,0,4.25,0.138,0,0.5125,3,0,0.1095,46.5,0,0.188,-1,100,0,0.0835,4.966,0.096,0.2055,115.5,0,131,0.338,4.23,0,0.4025,5.25,0.208,50,2.5,33,0,0,0,0,0.7375,0.1225,0,0,0,0,0,0,0,0.031,0.1145,"Corn flour, yellow, masa, enriched",0.19,107,5.5,0,0,0.2375,0,0,0,0,0,0,0,0,4.895,0.9
corn grits (oatmeal style),255,0,0.32385,0,0.16575,0.3825,0.2499,0,0.51,0,2.55,0,37.638,0,0,0,6.63,0,0,0.08415,0,181.05,759.9,1.173,0,0,0,0,0,0,0,0.1581,0,0,0,0,0,0.0102,0,0,0,0.1632,0,0,0,0,0,0.42075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1632,0.42075,0.1683,0,0,0,2.04,0,71.4,96.9,35.7,35.7,grains,8091,0,0,0,0.8313,0.1224,0.1275,0,1.4535,0.1428,0,0.53805,2.55,0,0.08415,17.85,0,0.09435,-1,-1,0,0.09435,2.03745,0.1173,0.2295,51,0,68.85,0.3927,4.3605,0,0.1479,7.905,0.1938,255,5.1,36.567,0,0.306,0.306,0,0.2193,0.13515,0,0,0.255,0,0,0,0,0.0255,0.1683,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt",0.20145,0,0,0,0,0.1173,0,0,0,0,0,0,0.0765,0,211.4715,0.459
corn oil,4.5,0,0,0,0,0,0,27.945,0,0,0,8.505,0,0,0,0,0.009,0,0,0,0,40.5,169.47,4.5,0,0,0,0.00108,0,0,0,0.476055,0.00513,0,0.00513,0.003015,0,0.08316,0,1.229985,0,1.229985,0,0.01287,2.39535,0,0,2.408175,0,0.052245,0,0.052245,0,0.019395,0.005805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24092,2.460465,0.58266,0,0,0,0,0,0,0,0,0,fats,4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oil, corn, industrial and retail, all purpose salad or cooking",0,0,0,0,0,0,0,0,0,0,0,0,0.6435,0.0855,0,0
"corn tortillas, with added gum and/or fiber",47,0,0.20398,0,0.13583,0.4371,0.18941,0,0.188,0,38.07,0,20.9808,0,0.47,0,6.251,0.07238,0.47,0.04935,0,102.46,428.64,1.3395,0,0,0,0,0,0,0,0.19458,0,0,0.00094,0,0,0.01833,0,0,0,0.3243,0,0,0,0,0,0.65095,0,0,0,0.01598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32524,0.66693,0.21291,0,0,0,2.961,0,2.35,2.35,2.35,0,grains,18363,0,0,0,0.51089,0.11186,0.08319,0,0.5781,0.09776,0,0.33417,1.41,0,0.07661,33.84,0,0.15322,-1,75,0,0.05687,0.70406,0.05123,0.13395,147.58,0,87.42,0.23782,2.679,0,0.03055,2.867,0.12925,47,21.15,0,0,0,0.4136,0,0.04418,0.10246,0,0,0,0,0,0,0,0.01974,0.11092,"Tortillas, ready-to-bake or -fry, corn",0.13818,0.94,0,0,0,0.10293,0,0,0,0,0,0,0.1316,0,21.5683,0.6157
corned beef,100,0,1.057,0,0.907,3.73,1.438,0,0,0,7,0,0.14,0,0,54,0,0.11,0,0.188,0,198,828,14.9,0.02,0.02,0,0.36,0,0,0,2.74,0,0,1.1,0,0,1.34,0,0,0,6.08,0,0,0,0,0,0.38,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,0.53,4.73,0,0,0,0,0,5,5,5,0,proteins,13346,0,0,0,2.391,1.226,0.467,0,1.69,0.634,0,1.078,0,0,1.125,14,0,0.02,-1,-1,0,0.341,3.66,0.57,0.529,117,0,297,1.057,14.68,0,0.157,19,0.592,100,1217,0,0,0,0,0,0.043,0.554,0,0,0,0,0,0,0,0.134,0.479,"Beef, cured, corned beef, brisket, raw",0.646,0,0,1.78,0,0.29,27,0,0,0,0,0,0,0,66.56,2.85
